Elapsed Time,ECG1,ECG2,ECG3,BioRadio Event,
00:00:00.0405,-16.3601188659668,-16.3523235321045,0.0153956422582269,0,
00:00:00.041,-16.3613185882568,-16.3531856536865,0.0157299507409334,0,
00:00:00.0415,-16.3511028289795,-16.3424053192139,0.0162859298288822,0,
00:00:00.042,-16.3298454284668,-16.3203201293945,0.0170995220541954,0,
00:00:00.0425,-16.2979488372803,-16.287296295166,0.0182093046605587,0,
00:00:00.043,-16.2558288574219,-16.2437057495117,0.0196563415229321,0,
00:00:00.0435,-16.2039222717285,-16.1899452209473,0.0214839894324541,0,
00:00:00.044,-16.1426773071289,-16.1264171600342,0.023737721145153,0,
00:00:00.0445,-16.0725574493408,-16.0535373687744,0.0264649856835604,0,
00:00:00.045,-15.9940385818481,-15.9717311859131,0.0297150649130344,0,
00:00:00.0455,-15.9076042175293,-15.8814334869385,0.0335388444364071,0,
00:00:00.046,-15.8137464523315,-15.7830839157104,0.037988442927599,0,
00:00:00.0465,-15.7129602432251,-15.6771259307861,0.0431167297065258,0,
00:00:00.047,-15.6057481765747,-15.5640077590942,0.0489767529070377,0,
00:00:00.0475,-15.4926128387451,-15.4441804885864,0.0556210987269878,0,
00:00:00.048,-15.3740549087524,-15.3180932998657,0.0631012916564941,0,
00:00:00.0485,-15.2505760192871,-15.1861982345581,0.0714671835303307,0,
00:00:00.049,-15.1226720809937,-15.0489444732666,0.0807664468884468,0,
00:00:00.0495,-14.9908351898193,-14.9067792892456,0.0910439565777779,0,
00:00:00.05,-14.8555498123169,-14.7601442337036,0.102341391146183,0,
00:00:00.0505,-14.7172927856445,-14.6094789505005,0.114696726202965,0,
00:00:00.051,-14.5765295028687,-14.4552164077759,0.128143757581711,0,
00:00:00.0515,-14.4337167739868,-14.2977838516235,0.142711520195007,0,
00:00:00.052,-14.2892990112305,-14.1375999450684,0.158423647284508,0,
00:00:00.0525,-14.1437044143677,-13.975079536438,0.175297752022743,0,
00:00:00.053,-13.9973497390747,-13.8106250762939,0.193344980478287,0,
00:00:00.0535,-13.8506345748901,-13.6446332931519,0.212569758296013,0,
00:00:00.054,-13.7039422988892,-13.4774894714355,0.232969641685486,0,
00:00:00.0545,-13.557638168335,-13.3095684051514,0.254535257816315,0,
00:00:00.055,-13.4120693206787,-13.1412334442139,0.27725026011467,0,
00:00:00.0555,-13.2675666809082,-12.9728393554688,0.301091015338898,0,
00:00:00.056,-13.1244382858276,-12.804726600647,0.326026260852814,0,
00:00:00.0565,-12.9829778671265,-12.6372261047363,0.352016478776932,0,
00:00:00.057,-12.8434562683105,-12.4706573486328,0.379013508558273,0,
00:00:00.0575,-12.7061262130737,-12.3053312301636,0.406960308551788,0,
00:00:00.058,-12.5712203979492,-12.1415462493896,0.435790866613388,0,
00:00:00.0585,-12.4389533996582,-11.9795894622803,0.465430349111557,0,
00:00:00.059,-12.3095188140869,-11.8197393417358,0.495795458555222,0,
00:00:00.0595,-12.1830902099609,-11.6622610092163,0.526794731616974,0,
00:00:00.06,-12.0598239898682,-11.5074090957642,0.558329224586487,0,
00:00:00.0605,-11.9398555755615,-11.3554258346558,0.590293169021606,0,
00:00:00.061,-11.8233041763306,-11.2065410614014,0.622574746608734,0,
00:00:00.0615,-11.7102689743042,-11.0609712600708,0.655056595802307,0,
00:00:00.062,-11.6008310317993,-10.9189195632935,0.68761670589447,0,
00:00:00.0625,-11.4950513839722,-10.7805738449097,0.720128893852234,0,
00:00:00.063,-11.3929758071899,-10.6461086273193,0.752463161945343,0,
00:00:00.0635,-11.2946329116821,-10.5156869888306,0.784486651420593,0,
00:00:00.064,-11.2000341415405,-10.3894548416138,0.816064059734344,0,
00:00:00.0645,-11.1091785430908,-10.2675476074219,0.847058296203613,0,
00:00:00.065,-11.0220470428467,-10.1500854492188,0.877331674098969,0,
00:00:00.0655,-10.93860912323,-10.0371751785278,0.906746506690979,0,
00:00:00.066,-10.8588199615479,-9.92890930175781,0.93516618013382,0,
00:00:00.0665,-10.7826232910156,-9.82536506652832,0.962456107139587,0,
00:00:00.067,-10.7099504470825,-9.72660636901855,0.988484501838684,0,
00:00:00.0675,-10.6407222747803,-9.63268280029297,1.01312327384949,0,
00:00:00.068,-10.5748510360718,-9.54362869262695,1.03624892234802,0,
00:00:00.0685,-10.5122375488281,-9.45946598052979,1.05774319171906,0,
00:00:00.069,-10.4527778625488,-9.38020038604736,1.07749390602112,0,
00:00:00.0695,-10.3963575363159,-9.30582332611084,1.09539568424225,0,
00:00:00.07,-10.3428554534912,-9.23631286621094,1.1113508939743,0,
00:00:00.0705,-10.2921457290649,-9.17163181304932,1.12527000904083,0,
00:00:00.071,-10.2440958023071,-9.11172676086426,1.13707292079926,0,
00:00:00.0715,-10.1985664367676,-9.05653095245361,1.14668917655945,0,
00:00:00.072,-10.1554155349731,-9.00596237182617,1.15405809879303,0,
00:00:00.0725,-10.1144962310791,-8.95992374420166,1.15913021564484,0,
00:00:00.073,-10.0756587982178,-8.91830444335938,1.1618664264679,0,
00:00:00.0735,-10.0387506484985,-8.88097953796387,1.16223859786987,0,
00:00:00.074,-10.0036163330078,-8.84781169891357,1.16022968292236,0,
00:00:00.0745,-9.97010231018066,-8.81865215301514,1.15583348274231,0,
00:00:00.075,-9.93804931640625,-8.79333972930908,1.149054646492,0,
00:00:00.0755,-9.90730381011963,-8.77170181274414,1.13990867137909,0,
00:00:00.076,-9.87770938873291,-8.75356006622314,1.12842106819153,0,
00:00:00.0765,-9.84911155700684,-8.73872184753418,1.11462783813477,0,
00:00:00.077,-9.82135963439941,-8.72699165344238,1.09857475757599,0,
00:00:00.0775,-9.79430294036865,-8.71816253662109,1.08031737804413,0,
00:00:00.078,-9.76779556274414,-8.71202373504639,1.05992043018341,0,
00:00:00.0785,-9.74169445037842,-8.70835971832275,1.03745758533478,0,
00:00:00.079,-9.71586036682129,-8.70694732666016,1.01301074028015,0,
00:00:00.0795,-9.69015884399414,-8.70756435394287,0.986669361591339,0,
00:00:00.08,-9.66446113586426,-8.70998287200928,0.958530187606812,0,
00:00:00.0805,-9.63864231109619,-8.71397686004639,0.92869621515274,0,
00:00:00.081,-9.61258411407471,-8.71931934356689,0.897276222705841,0,
00:00:00.0815,-9.58617401123047,-8.72578239440918,0.864384055137634,0,
00:00:00.082,-9.55930423736572,-8.73313999176025,0.830138087272644,0,
00:00:00.0825,-9.53187465667725,-8.74116992950439,0.794660329818726,0,
00:00:00.083,-9.50378894805908,-8.7496509552002,0.758075833320618,0,
00:00:00.0835,-9.47495937347412,-8.75836753845215,0.720511913299561,0,
00:00:00.084,-9.44530391693115,-8.76710796356201,0.682097494602203,0,
00:00:00.0845,-9.41474628448486,-8.77566719055176,0.642962634563446,0,
00:00:00.085,-9.38321971893311,-8.78384685516357,0.603237569332123,0,
00:00:00.0855,-9.35066318511963,-8.79145526885986,0.563052296638489,0,
00:00:00.086,-9.3170223236084,-8.79831027984619,0.522535622119904,0,
00:00:00.0865,-9.28224945068359,-8.80423736572266,0.481814950704575,0,
00:00:00.087,-9.24630546569824,-8.80907154083252,0.441015392541885,0,
00:00:00.0875,-9.20915603637695,-8.81265544891357,0.400259286165237,0,
00:00:00.088,-9.17077541351318,-8.81484603881836,0.359665811061859,0,
00:00:00.0885,-9.13114356994629,-8.815505027771,0.31935042142868,0,
00:00:00.089,-9.09024524688721,-8.81450748443604,0.279424548149109,0,
00:00:00.0895,-9.04807376861572,-8.81174087524414,0.239995196461678,0,
00:00:00.09,-9.00462913513184,-8.80710124969482,0.201164558529854,0,
00:00:00.0905,-8.95991611480713,-8.80049705505371,0.163029626011848,0,
00:00:00.091,-8.9139461517334,-8.79184722900391,0.125681862235069,0,
00:00:00.0915,-8.86673545837402,-8.78108406066895,0.0892071127891541,0,
00:00:00.092,-8.8183069229126,-8.76814937591553,0.0536855012178421,0,
00:00:00.0925,-8.76868534088135,-8.7529935836792,0.0191913992166519,0,
00:00:00.093,-8.71790218353271,-8.73557949066162,-0.0142067177221179,0,
00:00:00.0935,-8.66599178314209,-8.71588039398193,-0.0464463643729687,0,
00:00:00.094,-8.61299228668213,-8.69387626647949,-0.0774710476398468,0,
00:00:00.0945,-8.55894565582275,-8.66956043243408,-0.107230238616467,0,
00:00:00.095,-8.50389671325684,-8.64293098449707,-0.135679364204407,0,
00:00:00.0955,-8.44789218902588,-8.61399841308594,-0.162779793143272,0,
00:00:00.096,-8.39098167419434,-8.58277797698975,-0.18849878013134,0,
00:00:00.0965,-8.33321762084961,-8.54929637908936,-0.212809532880783,0,
00:00:00.097,-8.27465438842773,-8.51358699798584,-0.235691025853157,0,
00:00:00.0975,-8.21534824371338,-8.47568988800049,-0.257128059864044,0,
00:00:00.098,-8.15535640716553,-8.43565368652344,-0.277111142873764,0,
00:00:00.0985,-8.09473896026611,-8.39353370666504,-0.295636206865311,0,
00:00:00.099,-8.03355503082275,-8.34939193725586,-0.312704503536224,0,
00:00:00.0995,-7.97186613082886,-8.30329418182373,-0.328322142362595,0,
00:00:00.1,-7.90973138809204,-8.25531196594238,-0.342500030994415,0,
00:00:00.1005,-7.84721040725708,-8.2055196762085,-0.355253547430038,0,
00:00:00.101,-7.78436088562012,-8.1539945602417,-0.366602420806885,0,
00:00:00.1015,-7.72124195098877,-8.10082054138184,-0.376570403575897,0,
00:00:00.102,-7.65791034698486,-8.04608058929443,-0.385185241699219,0,
00:00:00.1025,-7.59442329406738,-7.98986387252808,-0.392478197813034,0,
00:00:00.103,-7.53083658218384,-7.93226099014282,-0.398483991622925,0,
00:00:00.1035,-7.46720457077026,-7.87336349487305,-0.403240352869034,0,
00:00:00.104,-7.40358114242554,-7.81326580047607,-0.406787812709808,0,
00:00:00.1045,-7.34001874923706,-7.7520637512207,-0.409169584512711,0,
00:00:00.105,-7.27656984329224,-7.68985462188721,-0.410431116819382,0,
00:00:00.1055,-7.2132830619812,-7.62673473358154,-0.410620033740997,0,
00:00:00.106,-7.15020513534546,-7.56280040740967,-0.409785717725754,0,
00:00:00.1065,-7.08737993240356,-7.49814558029175,-0.407979071140289,0,
00:00:00.107,-7.02484750747681,-7.43286323547363,-0.405252397060394,0,
00:00:00.1075,-6.96264696121216,-7.36704540252686,-0.401659041643143,0,
00:00:00.108,-6.90081453323364,-7.30078172683716,-0.397253215312958,0,
00:00:00.1085,-6.83938312530518,-7.23416137695313,-0.392089813947678,0,
00:00:00.109,-6.77838611602783,-7.16727161407471,-0.386224091053009,0,
00:00:00.1095,-6.7178521156311,-7.10019779205322,-0.379711449146271,0,
00:00:00.11,-6.65780925750732,-7.0330228805542,-0.37260714173317,0,
00:00:00.1105,-6.59828281402588,-6.96582698822021,-0.364966094493866,0,
00:00:00.111,-6.53929424285889,-6.89868593215942,-0.35684272646904,0,
00:00:00.1115,-6.48086309432983,-6.83167362213135,-0.348290622234344,0,
00:00:00.112,-6.42300653457642,-6.76485967636108,-0.339362502098084,0,
00:00:00.1125,-6.36573886871338,-6.69830989837646,-0.330109894275665,0,
00:00:00.113,-6.30907249450684,-6.63208723068237,-0.320583075284958,0,
00:00:00.1135,-6.25301742553711,-6.56625127792358,-0.310831040143967,0,
00:00:00.114,-6.19758224487305,-6.50085735321045,-0.300901353359222,0,
00:00:00.1145,-6.14277172088623,-6.43595790863037,-0.290840208530426,0,
00:00:00.115,-6.08859062194824,-6.37160062789917,-0.280692130327225,0,
00:00:00.1155,-6.03504037857056,-6.30783176422119,-0.270500063896179,0,
00:00:00.116,-5.98212194442749,-6.2446928024292,-0.260305166244507,0,
00:00:00.1165,-5.92983484268188,-6.18222284317017,-0.250146716833115,0,
00:00:00.117,-5.87817573547363,-6.12045574188232,-0.240062013268471,0,
00:00:00.1175,-5.82713985443115,-6.0594220161438,-0.230086326599121,0,
00:00:00.118,-5.77672004699707,-5.99914884567261,-0.220252871513367,0,
00:00:00.1185,-5.72690868377686,-5.93965911865234,-0.210592746734619,0,
00:00:00.119,-5.6776967048645,-5.88097238540649,-0.2011349350214,0,
00:00:00.1195,-5.62907314300537,-5.8231053352356,-0.191906318068504,0,
00:00:00.12,-5.58102512359619,-5.7660698890686,-0.182931661605835,0,
00:00:00.1205,-5.53354024887085,-5.70987558364868,-0.174233615398407,0,
00:00:00.121,-5.48660326004028,-5.65452861785889,-0.165832564234734,0,
00:00:00.1215,-5.44019985198975,-5.60003185272217,-0.15774667263031,0,
00:00:00.122,-5.3943133354187,-5.54638576507568,-0.149991795420647,0,
00:00:00.1225,-5.34892797470093,-5.49358654022217,-0.142581552267075,0,
00:00:00.123,-5.30402565002441,-5.44162845611572,-0.135527491569519,0,
00:00:00.1235,-5.25958919525146,-5.39050436019897,-0.128839164972305,0,
00:00:00.124,-5.21560001373291,-5.34020233154297,-0.122524283826351,0,
00:00:00.1245,-5.1720404624939,-5.29071140289307,-0.11658888310194,0,
00:00:00.125,-5.12889099121094,-5.24201583862305,-0.111037254333496,0,
00:00:00.1255,-5.08613300323486,-5.19409990310669,-0.10587203502655,0,
00:00:00.126,-5.04374599456787,-5.14694356918335,-0.101094268262386,0,
00:00:00.1265,-5.00170993804932,-5.10052633285522,-0.0967035517096519,0,
00:00:00.127,-4.9600043296814,-5.05482530593872,-0.0926981419324875,0,
00:00:00.1275,-4.91860818862915,-5.00981664657593,-0.0890750214457512,0,
00:00:00.128,-4.87750148773193,-4.96547603607178,-0.085829995572567,0,
00:00:00.1285,-4.83666372299194,-4.92177772521973,-0.0829577073454857,0,
00:00:00.129,-4.79607582092285,-4.87869548797607,-0.080451712012291,0,
00:00:00.1295,-4.75571775436401,-4.8362021446228,-0.0783045291900635,0,
00:00:00.13,-4.71557092666626,-4.79426956176758,-0.0765076279640198,0,
00:00:00.1305,-4.67561721801758,-4.75287055969238,-0.0750514566898346,0,
00:00:00.131,-4.6358380317688,-4.71197605133057,-0.0739254206418991,0,
00:00:00.1315,-4.5962176322937,-4.67155742645264,-0.0731179565191269,0,
00:00:00.132,-4.55673885345459,-4.6315860748291,-0.0726165622472763,0,
00:00:00.1325,-4.5173864364624,-4.59203338623047,-0.0724078044295311,0,
00:00:00.133,-4.47814655303955,-4.55286931991577,-0.0724774226546288,0,
00:00:00.1335,-4.43900299072266,-4.51406526565552,-0.0728104114532471,0,
00:00:00.134,-4.39994239807129,-4.47558975219727,-0.0733911916613579,0,
00:00:00.1345,-4.36095094680786,-4.43741416931152,-0.0742037370800972,0,
00:00:00.135,-4.32201528549194,-4.39950799942017,-0.0752316936850548,0,
00:00:00.1355,-4.28312397003174,-4.36184358596802,-0.0764585062861443,0,
00:00:00.136,-4.24426507949829,-4.32439279556274,-0.0778675600886345,0,
00:00:00.1365,-4.2054295539856,-4.28712844848633,-0.0794422551989555,0,
00:00:00.137,-4.16660737991333,-4.25002479553223,-0.0811660960316658,0,
00:00:00.1375,-4.12778997421265,-4.21305656433105,-0.0830227211117744,0,
00:00:00.138,-4.0889687538147,-4.1761999130249,-0.0849959701299667,0,
00:00:00.1385,-4.05013751983643,-4.13943147659302,-0.0870698988437653,0,
00:00:00.139,-4.01128959655762,-4.10272932052612,-0.0892288982868195,0,
00:00:00.1395,-3.97241950035095,-4.06607389450073,-0.0914577543735504,0,
00:00:00.14,-3.93352341651917,-4.02944564819336,-0.0937417149543762,0,
00:00:00.1405,-3.89459848403931,-3.99282693862915,-0.0960664972662926,0,
00:00:00.141,-3.85564231872559,-3.95620274543762,-0.098418265581131,0,
00:00:00.1415,-3.81665372848511,-3.91955804824829,-0.100783564150333,0,
00:00:00.142,-3.7776312828064,-3.88287878036499,-0.103149317204952,0,
00:00:00.1425,-3.73857426643372,-3.84615063667297,-0.105502925813198,0,
00:00:00.143,-3.69948124885559,-3.80936145782471,-0.107832312583923,0,
00:00:00.1435,-3.66035199165344,-3.77249932289124,-0.110126063227654,0,
00:00:00.144,-3.62118649482727,-3.7355535030365,-0.112373448908329,0,
00:00:00.1445,-3.58198499679565,-3.69851469993591,-0.114564523100853,0,
00:00:00.145,-3.54274868965149,-3.66137528419495,-0.116690203547478,0,
00:00:00.1455,-3.50347924232483,-3.62412881851196,-0.118742272257805,0,
00:00:00.146,-3.46417903900146,-3.58677053451538,-0.120713345706463,0,
00:00:00.1465,-3.42485070228577,-3.54929661750793,-0.122596867382526,0,
00:00:00.147,-3.38549780845642,-3.51170492172241,-0.124387107789516,0,
00:00:00.1475,-3.34612441062927,-3.47399473190308,-0.126079216599464,0,
00:00:00.148,-3.30673456192017,-3.43616652488709,-0.127669245004654,0,
00:00:00.1485,-3.267333984375,-3.39822244644165,-0.12915413081646,0,
00:00:00.149,-3.22792744636536,-3.3601655960083,-0.130531564354897,0,
00:00:00.1495,-3.1885199546814,-3.32199931144714,-0.131800040602684,0,
00:00:00.15,-3.14911675453186,-3.28372740745544,-0.132958829402924,0,
00:00:00.1505,-3.10972261428833,-3.24535512924194,-0.134007886052132,0,
00:00:00.151,-3.07034254074097,-3.20688819885254,-0.134947806596756,0,
00:00:00.1515,-3.03098225593567,-3.16833281517029,-0.135779723525047,0,
00:00:00.152,-2.9916467666626,-3.12969589233398,-0.136505156755447,0,
00:00:00.1525,-2.95234084129334,-3.09098410606384,-0.137126073241234,0,
00:00:00.153,-2.9130699634552,-3.05220532417297,-0.13764476776123,0,
00:00:00.1535,-2.87383890151978,-3.01336669921875,-0.138063833117485,0,
00:00:00.154,-2.8346529006958,-2.97447657585144,-0.138386055827141,0,
00:00:00.1545,-2.79551720619202,-2.93554282188416,-0.138614386320114,0,
00:00:00.155,-2.75643682479858,-2.89657354354858,-0.138751804828644,0,
00:00:00.1555,-2.71741724014282,-2.85757732391357,-0.138801366090775,0,
00:00:00.156,-2.67846298217773,-2.81856203079224,-0.138766154646873,0,
00:00:00.1565,-2.63957977294922,-2.779536485672,-0.138649359345436,0,
00:00:00.157,-2.60077333450317,-2.74050951004028,-0.138454183936119,0,
00:00:00.1575,-2.56204891204834,-2.7014901638031,-0.138183921575546,0,
00:00:00.158,-2.52341198921204,-2.66248679161072,-0.137841761112213,0,
00:00:00.1585,-2.48486661911011,-2.62350702285767,-0.13743083178997,0,
00:00:00.159,-2.44641709327698,-2.58455801010132,-0.136954188346863,0,
00:00:00.1595,-2.40806722640991,-2.54564619064331,-0.136414751410484,0,
00:00:00.16,-2.36982011795044,-2.50677824020386,-0.135815367102623,0,
00:00:00.1605,-2.33167958259583,-2.46796035766602,-0.135158777236938,0,
00:00:00.161,-2.29364919662476,-2.42919898033142,-0.134447559714317,0,
00:00:00.1615,-2.25573205947876,-2.39049935340881,-0.133684113621712,0,
00:00:00.162,-2.21793127059937,-2.35186743736267,-0.132870599627495,0,
00:00:00.1625,-2.1802499294281,-2.31330752372742,-0.132009088993073,0,
00:00:00.163,-2.14269042015076,-2.27482485771179,-0.131101503968239,0,
00:00:00.1635,-2.1052553653717,-2.23642349243164,-0.130149766802788,0,
00:00:00.164,-2.06794738769531,-2.19810843467712,-0.129155859351158,0,
00:00:00.1645,-2.03076934814453,-2.15988421440125,-0.128121837973595,0,
00:00:00.165,-1.99372410774231,-2.12175607681274,-0.127049773931503,0,
00:00:00.1655,-1.95681393146515,-2.08372807502747,-0.12594173848629,0,
00:00:00.166,-1.92004072666168,-2.04580402374268,-0.124799862504005,0,
00:00:00.1665,-1.88340604305267,-2.00798773765564,-0.123626314103603,0,
00:00:00.167,-1.84691095352173,-1.97028243541718,-0.122423410415649,0,
00:00:00.1675,-1.81055676937103,-1.93269157409668,-0.121193498373032,0,
00:00:00.168,-1.77434432506561,-1.8952180147171,-0.119938984513283,0,
00:00:00.1685,-1.73827362060547,-1.85786437988281,-0.118662357330322,0,
00:00:00.169,-1.70234501361847,-1.82063329219818,-0.117366246879101,0,
00:00:00.1695,-1.66655814647675,-1.783527135849,-0.116053462028503,0,
00:00:00.17,-1.63091254234314,-1.74654841423035,-0.114726975560188,0,
00:00:00.1705,-1.59540784358978,-1.7096996307373,-0.11338996142149,0,
00:00:00.171,-1.56004309654236,-1.67298328876495,-0.112045750021935,0,
00:00:00.1715,-1.52481770515442,-1.63640224933624,-0.110697813332081,0,
00:00:00.172,-1.48973166942596,-1.59995985031128,-0.109349675476551,0,
00:00:00.1725,-1.45478463172913,-1.56365954875946,-0.108004845678806,0,
00:00:00.173,-1.41997587680817,-1.52750384807587,-0.10666661709547,0,
00:00:00.1735,-1.38530421257019,-1.49149453639984,-0.105338022112846,0,
00:00:00.174,-1.35076832771301,-1.45563304424286,-0.104021891951561,0,
00:00:00.1745,-1.31636643409729,-1.41992032527924,-0.102720841765404,0,
00:00:00.175,-1.28209662437439,-1.38435673713684,-0.101437322795391,0,
00:00:00.1755,-1.24795699119568,-1.34894251823425,-0.100173488259315,0,
00:00:00.176,-1.21394538879395,-1.31367719173431,-0.0989311710000038,0,
00:00:00.1765,-1.1800594329834,-1.27855980396271,-0.0977118536829948,0,
00:00:00.177,-1.14629697799683,-1.24358952045441,-0.0965166911482811,0,
00:00:00.1775,-1.11265623569489,-1.20876514911652,-0.0953465774655342,0,
00:00:00.178,-1.07913517951965,-1.17408549785614,-0.0942021906375885,0,
00:00:00.1785,-1.04573237895966,-1.13954961299896,-0.0930840596556664,0,
00:00:00.179,-1.01244628429413,-1.10515630245209,-0.0919925346970558,0,
00:00:00.1795,-0.979275107383728,-1.07090437412262,-0.0909279137849808,0,
00:00:00.18,-0.94621753692627,-1.03679275512695,-0.0898903757333755,0,
