Elapsed Time,Flow Rate SPIRO,BioRadio Event,
00:00:00,-1.35074937343597,0,
00:00:00.004,-1.34197628498077,0,
00:00:00.008,-1.35952258110046,0,
00:00:00.012,-1.35952258110046,0,
00:00:00.016,-1.35952258110046,0,
00:00:00.02,-1.35074937343597,0,
00:00:00.024,-1.35952258110046,0,
00:00:00.028,-1.36829578876495,0,
00:00:00.032,-1.36829578876495,0,
00:00:00.036,-1.36829578876495,0,
00:00:00.04,-1.37706899642944,0,
00:00:00.044,-1.36829578876495,0,
00:00:00.048,-1.37706899642944,0,
00:00:00.052,-1.36829578876495,0,
00:00:00.056,-1.37706899642944,0,
00:00:00.06,-1.37706899642944,0,
00:00:00.064,-1.35952258110046,0,
00:00:00.068,-1.36829578876495,0,
00:00:00.072,-1.36829578876495,0,
00:00:00.076,-1.35952258110046,0,
00:00:00.08,-1.36829578876495,0,
00:00:00.084,-1.36829578876495,0,
00:00:00.088,-1.37706899642944,0,
00:00:00.092,-1.37706899642944,0,
00:00:00.096,-1.36829578876495,0,
00:00:00.1,-1.35952258110046,0,
00:00:00.104,-1.36829578876495,0,
00:00:00.108,-1.35952258110046,0,
00:00:00.112,-1.35952258110046,0,
00:00:00.116,-1.36829578876495,0,
00:00:00.12,-1.35952258110046,0,
00:00:00.124,-1.37706899642944,0,
00:00:00.128,-1.36829578876495,0,
00:00:00.132,-1.35952258110046,0,
00:00:00.136,-1.36829578876495,0,
00:00:00.14,-1.35952258110046,0,
00:00:00.144,-1.35952258110046,0,
00:00:00.148,-1.35074937343597,0,
00:00:00.152,-1.34197628498077,0,
00:00:00.156,-1.35074937343597,0,
00:00:00.16,-1.35074937343597,0,
00:00:00.164,-1.34197628498077,0,
00:00:00.168,-1.33320307731628,0,
00:00:00.172,-1.34197628498077,0,
00:00:00.176,-1.34197628498077,0,
00:00:00.18,-1.34197628498077,0,
00:00:00.184,-1.35074937343597,0,
00:00:00.188,-1.34197628498077,0,
00:00:00.192,-1.33320307731628,0,
00:00:00.196,-1.34197628498077,0,
00:00:00.2,-1.34197628498077,0,
00:00:00.204,-1.34197628498077,0,
00:00:00.208,-1.33320307731628,0,
00:00:00.212,-1.34197628498077,0,
00:00:00.216,-1.34197628498077,0,
00:00:00.22,-1.34197628498077,0,
00:00:00.224,-1.34197628498077,0,
00:00:00.228,-1.34197628498077,0,
00:00:00.232,-1.34197628498077,0,
00:00:00.236,-1.34197628498077,0,
00:00:00.24,-1.34197628498077,0,
00:00:00.244,-1.35074937343597,0,
00:00:00.248,-1.35074937343597,0,
00:00:00.252,-1.35952258110046,0,
00:00:00.256,-1.35074937343597,0,
00:00:00.26,-1.35952258110046,0,
00:00:00.264,-1.35074937343597,0,
00:00:00.268,-1.35952258110046,0,
00:00:00.272,-1.35952258110046,0,
00:00:00.276,-1.35074937343597,0,
00:00:00.28,-1.35952258110046,0,
00:00:00.284,-1.35952258110046,0,
00:00:00.288,-1.35952258110046,0,
00:00:00.292,-1.35952258110046,0,
00:00:00.296,-1.35952258110046,0,
00:00:00.3,-1.35952258110046,0,
00:00:00.304,-1.36829578876495,0,
00:00:00.308,-1.36829578876495,0,
00:00:00.312,-1.36829578876495,0,
00:00:00.316,-1.36829578876495,0,
00:00:00.32,-1.36829578876495,0,
00:00:00.324,-1.36829578876495,0,
00:00:00.328,-1.36829578876495,0,
00:00:00.332,-1.37706899642944,0,
00:00:00.336,-1.37706899642944,0,
00:00:00.34,-1.36829578876495,0,
00:00:00.344,-1.38584220409393,0,
00:00:00.348,-1.37706899642944,0,
00:00:00.352,-1.39461541175842,0,
00:00:00.356,-1.39461541175842,0,
00:00:00.36,-1.39461541175842,0,
00:00:00.364,-1.39461541175842,0,
00:00:00.368,-1.40338861942291,0,
00:00:00.372,-1.40338861942291,0,
00:00:00.376,-1.40338861942291,0,
00:00:00.38,-1.4121618270874,0,
00:00:00.384,-1.40338861942291,0,
00:00:00.388,-1.40338861942291,0,
00:00:00.392,-1.40338861942291,0,
00:00:00.396,-1.4121618270874,0,
00:00:00.4,-1.42093503475189,0,
00:00:00.404,-1.42970824241638,0,
00:00:00.408,-1.42093503475189,0,
00:00:00.412,-1.4121618270874,0,
00:00:00.416,-1.42970824241638,0,
00:00:00.42,-1.42970824241638,0,
00:00:00.424,-1.42093503475189,0,
00:00:00.428,-1.42093503475189,0,
00:00:00.432,-1.42093503475189,0,
00:00:00.436,-1.42093503475189,0,
00:00:00.44,-1.42970824241638,0,
00:00:00.444,-1.42970824241638,0,
00:00:00.448,-1.42970824241638,0,
00:00:00.452,-1.42970824241638,0,
00:00:00.456,-1.42093503475189,0,
00:00:00.46,-1.42093503475189,0,
00:00:00.464,-1.42093503475189,0,
00:00:00.468,-1.4121618270874,0,
00:00:00.472,-1.4121618270874,0,
00:00:00.476,-1.4121618270874,0,
00:00:00.48,-1.4121618270874,0,
00:00:00.484,-1.40338861942291,0,
00:00:00.488,-1.39461541175842,0,
00:00:00.492,-1.39461541175842,0,
00:00:00.496,-1.39461541175842,0,
00:00:00.5,-1.39461541175842,0,
00:00:00.504,-1.39461541175842,0,
00:00:00.508,-1.39461541175842,0,
00:00:00.512,-1.38584220409393,0,
00:00:00.516,-1.39461541175842,0,
00:00:00.52,-1.38584220409393,0,
00:00:00.524,-1.38584220409393,0,
00:00:00.528,-1.38584220409393,0,
00:00:00.532,-1.38584220409393,0,
00:00:00.536,-1.38584220409393,0,
00:00:00.54,-1.39461541175842,0,
00:00:00.544,-1.38584220409393,0,
00:00:00.548,-1.37706899642944,0,
00:00:00.552,-1.37706899642944,0,
00:00:00.556,-1.37706899642944,0,
00:00:00.56,-1.38584220409393,0,
00:00:00.564,-1.37706899642944,0,
00:00:00.568,-1.38584220409393,0,
00:00:00.572,-1.38584220409393,0,
00:00:00.576,-1.37706899642944,0,
00:00:00.58,-1.37706899642944,0,
00:00:00.584,-1.38584220409393,0,
00:00:00.588,-1.39461541175842,0,
00:00:00.592,-1.39461541175842,0,
00:00:00.596,-1.40338861942291,0,
00:00:00.6,-1.40338861942291,0,
00:00:00.604,-1.4121618270874,0,
00:00:00.608,-1.4121618270874,0,
00:00:00.612,-1.4121618270874,0,
00:00:00.616,-1.4121618270874,0,
00:00:00.62,-1.4121618270874,0,
00:00:00.624,-1.40338861942291,0,
00:00:00.628,-1.40338861942291,0,
00:00:00.632,-1.4121618270874,0,
00:00:00.636,-1.4121618270874,0,
00:00:00.64,-1.42970824241638,0,
00:00:00.644,-1.42093503475189,0,
00:00:00.648,-1.4121618270874,0,
00:00:00.652,-1.42093503475189,0,
00:00:00.656,-1.42093503475189,0,
00:00:00.66,-1.42093503475189,0,
00:00:00.664,-1.4121618270874,0,
00:00:00.668,-1.40338861942291,0,
00:00:00.672,-1.4121618270874,0,
00:00:00.676,-1.4121618270874,0,
00:00:00.68,-1.39461541175842,0,
00:00:00.684,-1.38584220409393,0,
00:00:00.688,-1.37706899642944,0,
00:00:00.692,-1.39461541175842,0,
00:00:00.696,-1.39461541175842,0,
00:00:00.7,-1.39461541175842,0,
00:00:00.704,-1.38584220409393,0,
00:00:00.708,-1.38584220409393,0,
00:00:00.712,-1.39461541175842,0,
00:00:00.716,-1.39461541175842,0,
00:00:00.72,-1.39461541175842,0,
00:00:00.724,-1.39461541175842,0,
00:00:00.728,-1.40338861942291,0,
00:00:00.732,-1.40338861942291,0,
00:00:00.736,-1.4121618270874,0,
00:00:00.74,-1.40338861942291,0,
00:00:00.744,-1.40338861942291,0,
00:00:00.748,-1.40338861942291,0,
00:00:00.752,-1.40338861942291,0,
00:00:00.756,-1.40338861942291,0,
00:00:00.76,-1.40338861942291,0,
00:00:00.764,-1.4121618270874,0,
00:00:00.768,-1.4121618270874,0,
00:00:00.772,-1.42093503475189,0,
00:00:00.776,-1.42093503475189,0,
00:00:00.78,-1.4121618270874,0,
00:00:00.784,-1.43848145008087,0,
00:00:00.788,-1.43848145008087,0,
00:00:00.792,-1.42970824241638,0,
00:00:00.796,-1.42970824241638,0,
00:00:00.8,-1.44725465774536,0,
00:00:00.804,-1.43848145008087,0,
00:00:00.808,-1.43848145008087,0,
00:00:00.812,-1.44725465774536,0,
00:00:00.816,-1.44725465774536,0,
00:00:00.82,-1.44725465774536,0,
00:00:00.824,-1.45602786540985,0,
00:00:00.828,-1.45602786540985,0,
00:00:00.832,-1.45602786540985,0,
00:00:00.836,-1.45602786540985,0,
00:00:00.84,-1.45602786540985,0,
00:00:00.844,-1.45602786540985,0,
00:00:00.848,-1.45602786540985,0,
00:00:00.852,-1.44725465774536,0,
00:00:00.856,-1.45602786540985,0,
00:00:00.86,-1.43848145008087,0,
00:00:00.864,-1.44725465774536,0,
00:00:00.868,-1.44725465774536,0,
00:00:00.872,-1.44725465774536,0,
00:00:00.876,-1.44725465774536,0,
00:00:00.88,-1.45602786540985,0,
00:00:00.884,-1.43848145008087,0,
00:00:00.888,-1.44725465774536,0,
00:00:00.892,-1.43848145008087,0,
00:00:00.896,-1.44725465774536,0,
00:00:00.9,-1.43848145008087,0,
00:00:00.904,-1.44725465774536,0,
00:00:00.908,-1.43848145008087,0,
00:00:00.912,-1.43848145008087,0,
00:00:00.916,-1.43848145008087,0,
00:00:00.92,-1.42970824241638,0,
00:00:00.924,-1.42970824241638,0,
00:00:00.928,-1.42970824241638,0,
00:00:00.932,-1.42970824241638,0,
00:00:00.936,-1.43848145008087,0,
00:00:00.94,-1.42970824241638,0,
00:00:00.944,-1.42970824241638,0,
00:00:00.948,-1.42970824241638,0,
00:00:00.952,-1.42970824241638,0,
00:00:00.956,-1.43848145008087,0,
00:00:00.96,-1.42970824241638,0,
00:00:00.964,-1.42970824241638,0,
00:00:00.968,-1.42970824241638,0,
00:00:00.972,-1.42093503475189,0,
00:00:00.976,-1.42970824241638,0,
00:00:00.98,-1.42970824241638,0,
00:00:00.984,-1.42970824241638,0,
00:00:00.988,-1.42093503475189,0,
00:00:00.992,-1.42093503475189,0,
00:00:00.996,-1.43848145008087,0,
00:00:01,-1.42970824241638,0,
00:00:01.004,-1.42970824241638,0,
00:00:01.008,-1.42970824241638,0,
00:00:01.012,-1.43848145008087,0,
00:00:01.016,-1.43848145008087,0,
00:00:01.02,-1.42970824241638,0,
00:00:01.024,-1.42093503475189,0,
00:00:01.028,-1.42093503475189,0,
00:00:01.032,-1.42970824241638,0,
00:00:01.036,-1.42970824241638,0,
00:00:01.04,-1.42970824241638,0,
00:00:01.044,-1.42970824241638,0,
00:00:01.048,-1.42970824241638,0,
00:00:01.052,-1.42970824241638,0,
00:00:01.056,-1.42970824241638,0,
00:00:01.06,-1.43848145008087,0,
