Elapsed Time,Flow Rate SPIRO,BioRadio Event,
00:00:00,-0.692759037017822,0,
00:00:00.004,-0.701532244682312,0,
00:00:00.008,-0.710305452346802,0,
00:00:00.012,-0.710305452346802,0,
00:00:00.016,-0.710305452346802,0,
00:00:00.02,-0.719078660011292,0,
00:00:00.024,-0.710305452346802,0,
00:00:00.028,-0.710305452346802,0,
00:00:00.032,-0.719078660011292,0,
00:00:00.036,-0.727851867675781,0,
00:00:00.04,-0.719078660011292,0,
00:00:00.044,-0.719078660011292,0,
00:00:00.048,-0.727851867675781,0,
00:00:00.052,-0.727851867675781,0,
00:00:00.056,-0.719078660011292,0,
00:00:00.06,-0.719078660011292,0,
00:00:00.064,-0.710305452346802,0,
00:00:00.068,-0.727851867675781,0,
00:00:00.072,-0.719078660011292,0,
00:00:00.076,-0.727851867675781,0,
00:00:00.08,-0.727851867675781,0,
00:00:00.084,-0.727851867675781,0,
00:00:00.088,-0.719078660011292,0,
00:00:00.092,-0.727851867675781,0,
00:00:00.096,-0.727851867675781,0,
00:00:00.1,-0.727851867675781,0,
00:00:00.104,-0.727851867675781,0,
00:00:00.108,-0.736625075340271,0,
00:00:00.112,-0.745398283004761,0,
00:00:00.116,-0.736625075340271,0,
00:00:00.12,-0.745398283004761,0,
00:00:00.124,-0.736625075340271,0,
00:00:00.128,-0.736625075340271,0,
00:00:00.132,-0.745398283004761,0,
00:00:00.136,-0.745398283004761,0,
00:00:00.14,-0.745398283004761,0,
00:00:00.144,-0.745398283004761,0,
00:00:00.148,-0.736625075340271,0,
00:00:00.152,-0.727851867675781,0,
00:00:00.156,-0.727851867675781,0,
00:00:00.16,-0.736625075340271,0,
00:00:00.164,-0.736625075340271,0,
00:00:00.168,-0.727851867675781,0,
00:00:00.172,-0.736625075340271,0,
00:00:00.176,-0.745398283004761,0,
00:00:00.18,-0.745398283004761,0,
00:00:00.184,-0.745398283004761,0,
00:00:00.188,-0.736625075340271,0,
00:00:00.192,-0.745398283004761,0,
00:00:00.196,-0.736625075340271,0,
00:00:00.2,-0.745398283004761,0,
00:00:00.204,-0.745398283004761,0,
00:00:00.208,-0.745398283004761,0,
00:00:00.212,-0.745398283004761,0,
00:00:00.216,-0.745398283004761,0,
00:00:00.22,-0.745398283004761,0,
00:00:00.224,-0.745398283004761,0,
00:00:00.228,-0.75417149066925,0,
00:00:00.232,-0.75417149066925,0,
00:00:00.236,-0.76294469833374,0,
00:00:00.24,-0.76294469833374,0,
00:00:00.244,-0.75417149066925,0,
00:00:00.248,-0.75417149066925,0,
00:00:00.252,-0.75417149066925,0,
00:00:00.256,-0.75417149066925,0,
00:00:00.26,-0.75417149066925,0,
00:00:00.264,-0.75417149066925,0,
00:00:00.268,-0.76294469833374,0,
00:00:00.272,-0.75417149066925,0,
00:00:00.276,-0.76294469833374,0,
00:00:00.28,-0.76294469833374,0,
00:00:00.284,-0.77171790599823,0,
00:00:00.288,-0.78049111366272,0,
00:00:00.292,-0.78049111366272,0,
00:00:00.296,-0.78049111366272,0,
00:00:00.3,-0.78049111366272,0,
00:00:00.304,-0.789264321327209,0,
00:00:00.308,-0.77171790599823,0,
00:00:00.312,-0.789264321327209,0,
00:00:00.316,-0.789264321327209,0,
00:00:00.32,-0.789264321327209,0,
00:00:00.324,-0.789264321327209,0,
00:00:00.328,-0.789264321327209,0,
00:00:00.332,-0.78049111366272,0,
00:00:00.336,-0.789264321327209,0,
00:00:00.34,-0.798037528991699,0,
00:00:00.344,-0.798037528991699,0,
00:00:00.348,-0.789264321327209,0,
00:00:00.352,-0.789264321327209,0,
